State,Department,Website,District,Block,portal_value_id
Maharashtra,District Superintendent Of Land Record Parbhani,RTI_Online_Maharashtra,,,312
Maharashtra,District Superintendent Of Land Record Washim,RTI_Online_Maharashtra,,,324
Maharashtra,District Superintendent Of Land Record Yavatmal,RTI_Online_Maharashtra,,,323
Maharashtra,District Superintendent Of Land Record no.1 Chhatrapati Sambhajinagar,RTI_Online_Maharashtra,,,309
Maharashtra,District Superintendent Of Land Record no.1 Nanded,RTI_Online_Maharashtra,,,314
Maharashtra,District Superintendent Of Land Record no.2 Bhokar,RTI_Online_Maharashtra,,,315
Maharashtra,District Superintendent Of Land Record no.2 Chhatrapati Sambhajinagar Head Quarter Kannad,RTI_Online_Maharashtra,,,310
Maharashtra,"District Superintendent Of Land Record,Jalna",RTI_Online_Maharashtra,,,311
Maharashtra,District Superintendent of Land Record Raigad,RTI_Online_Maharashtra,,,299
Maharashtra,District Superintendent of Land Record Raigad kr.2 Mangaav,RTI_Online_Maharashtra,,,300
Maharashtra,"District Superintendent of Land Record, Sindhudurg",RTI_Online_Maharashtra,,,298
Maharashtra,"District Superintendent of Land Records, Mumbai Suburban District",RTI_Online_Maharashtra,,,294
Maharashtra,District Superintentend Of Land Records Satara,RTI_Online_Maharashtra,,,289
Maharashtra,District Superintentend Of Land Records pune,RTI_Online_Maharashtra,,,288
Maharashtra,"District Superintentend Of Land Records, Sangli",RTI_Online_Maharashtra,,,290
Maharashtra,"District Superitendent Of Land Record, Palghar",RTI_Online_Maharashtra,,,296
Maharashtra,"District Supritendent of Land Record, Bhandara",RTI_Online_Maharashtra,,,329
Maharashtra,"District Supritendent of Land Record, Chandrapur",RTI_Online_Maharashtra,,,331
Maharashtra,"District Supritendent of Land Record, Gadchiroli",RTI_Online_Maharashtra,,,332
Maharashtra,"District Supritendent of Land Record, Gondia",RTI_Online_Maharashtra,,,330
Maharashtra,"District Supritendent of Land Record, Nagpur",RTI_Online_Maharashtra,,,326
Maharashtra,"District Supritendent of Land Record, Nagpur Gramin",RTI_Online_Maharashtra,,,327
Maharashtra,"District Supritendent of Land Record, Wardha",RTI_Online_Maharashtra,,,328
Maharashtra,District superintendent of land record Ratnagiri,RTI_Online_Maharashtra,,,297
Maharashtra,"District superintendent of land record, thane",RTI_Online_Maharashtra,,,295
Maharashtra,District supertendet Land Record Kolhapur,RTI_Online_Maharashtra,,,291
Maharashtra,District supertendet Land Record solapur,RTI_Online_Maharashtra,,,292
Maharashtra,"Divisional Commissioner Office, Amravati",RTI_Online_Maharashtra,,,49
Maharashtra,"Divisional Commissioner Office, Nagpur",RTI_Online_Maharashtra,Nagpur,NA,58
Maharashtra,"Divisional Commissioner Office, Nashik",RTI_Online_Maharashtra,Nashik,NA,67
Maharashtra,"Divisional Commissioner Office, Pune",RTI_Online_Maharashtra,Pune,NA,68
Maharashtra,"Divisional Commissioner Office, Sambhajinagar",RTI_Online_Maharashtra,,,83
Maharashtra,"Divisional Joint Registrar, Co-operative Societies, Mumbai",RTI_Online_Maharashtra,,,226
Maharashtra,"Electronics, Information Technology and Artficial Intelligence Department",RTI_Online_Maharashtra,,,40
Maharashtra,Employment Guarantee Scheme Department,RTI_Online_Maharashtra,NA,NA,220
Maharashtra,Environment Department,RTI_Online_Maharashtra,NA,NA,16
Maharashtra,Finance Department,RTI_Online_Maharashtra,NA,NA,21
Maharashtra,"Food, Civil Supplies and Consumer Protection Department",RTI_Online_Maharashtra,,,26
Maharashtra,General Administration Department,RTI_Online_Maharashtra,,,2
Maharashtra,Higher and Technical Education Department,RTI_Online_Maharashtra,,,37
Maharashtra,Home Department,RTI_Online_Maharashtra,NA,NA,3
Maharashtra,Housing Department,RTI_Online_Maharashtra,,,30
Maharashtra,"Industrial Safety and Health, Marathwada region , chhatrpati sambhajinagar",RTI_Online_Maharashtra,,,244
Maharashtra,"Industries, Energy and Labour Department",RTI_Online_Maharashtra,,,24
Maharashtra,Jalgaon Municipal Corporation,RTI_Online_Maharashtra,Jalgaon,NA,114
Maharashtra,"Joint Director Indudtrial Safety and Health, Thane",RTI_Online_Maharashtra,,,260
Maharashtra,"Joint Director of Industrial Safety and Health, Kalyan",RTI_Online_Maharashtra,,,257
Maharashtra,"Joint Director of Town Planning, Amravati Division, Amravati",RTI_Online_Maharashtra,,,285
Maharashtra,"Joint Director of Town Planning, Chhatrapati SambhajiNagar",RTI_Online_Maharashtra,,,283
Maharashtra,"Joint Director of Town Planning, Digital Planning Cell, Pune",RTI_Online_Maharashtra,,,276
Maharashtra,"Joint Director of Town Planning, Konkan Division, Navi Mumbai",RTI_Online_Maharashtra,,,280
Maharashtra,"Joint Director of Town Planning, Nagpur Division, Nagpur",RTI_Online_Maharashtra,,,279
Maharashtra,"Joint Director of Town Planning, Nashik Division, Nashik",RTI_Online_Maharashtra,,,282
Maharashtra,"Joint Director of Town Planning, Pune Division Pune",RTI_Online_Maharashtra,,,277
Maharashtra,"Joint Director, Industrial Safety and Health, Kolhapur",RTI_Online_Maharashtra,,,253
Maharashtra,"Joint Director, Industrial Safety and Health, Nashik",RTI_Online_Maharashtra,,,249
Maharashtra,"Joint Director, Industrial Safety and Health, Palghar",RTI_Online_Maharashtra,,,248
Maharashtra,"Joint Director, Industrial Safety and Health, Pune Region Two",RTI_Online_Maharashtra,,,242
Maharashtra,"Joint Director, Industrial Safety and Health, Pune Region one",RTI_Online_Maharashtra,,,241
Maharashtra,"Joint Director, Industrial Safety and Health, Satara",RTI_Online_Maharashtra,,,258
Maharashtra,"Joint Director, Industrial Safety and Health, Vasai",RTI_Online_Maharashtra,,,243
Maharashtra,"Joint Director, Industrial Safety and health Raigad",RTI_Online_Maharashtra,,,256
Maharashtra,Kalyan Dombivali Municipal Corporation,RTI_Online_Maharashtra,,,211
Maharashtra,Kolhapur Municipal Corporation,RTI_Online_Maharashtra,Kolhapur,NA,188
Maharashtra,Konkan Commissioner Office,RTI_Online_Maharashtra,,,56
Maharashtra,"Land Record Training Academy, Chhatrapati Sambhajinagar",RTI_Online_Maharashtra,,,308
Maharashtra,Latur Municipal Corporation,RTI_Online_Maharashtra,,,173
Maharashtra,Law and Judiciary Department,RTI_Online_Maharashtra,NA,NA,23
Maharashtra,"Maharashtra Electricity Regulatory Commission , Mumbai",RTI_Online_Maharashtra,,,265
Maharashtra,"Maharashtra Energy Development Agency , Pune",RTI_Online_Maharashtra,,,269
Maharashtra,Maharashtra Information Technology Corporation,RTI_Online_Maharashtra,,,213
Maharashtra,"Maharashtra Institution for Transformation -MITRA , Mumbai",RTI_Online_Maharashtra,,,235
Maharashtra,"Maharashtra Pollution Control Board, Head Quarter",RTI_Online_Maharashtra,,,341
Maharashtra,Maharashtra Public Service Commission,RTI_Online_Maharashtra,,,214
Maharashtra,"Maharashtra State Board for Literature and Culture, Mumbai",RTI_Online_Maharashtra,,,338
Maharashtra,Medical Education and Drugs Department,RTI_Online_Maharashtra,,,34
Maharashtra,Minorities Development Department,RTI_Online_Maharashtra,,,18
Maharashtra,Mira Bhaindar Municipal Corporation,RTI_Online_Maharashtra,,,217
Maharashtra,"Municipal Council, Buldhana",RTI_Online_Maharashtra,Buldhana,NA,201
Maharashtra,"Municipal Council, Desaiganj (Wadsa), Gadchiroli",RTI_Online_Maharashtra,Gadchiroli,NA,129
Maharashtra,"Municipal Council, Gadchiroli",RTI_Online_Maharashtra,Gadchiroli,NA,128
Maharashtra,"Municipal Council, Satara",RTI_Online_Maharashtra,Satara,NA,159
Maharashtra,Nagpur Improvement Trust,RTI_Online_Maharashtra,,,80
Maharashtra,Nagpur Municipal Corporation,RTI_Online_Maharashtra,Nagpur,NA,47
Maharashtra,Nanded Municipal Corporation,RTI_Online_Maharashtra,Nanded,NA,98
Maharashtra,Nashik Municipal Corporation,RTI_Online_Maharashtra,Nashik,NA,76
Maharashtra,Navi Mumbai Municipal Corporation,RTI_Online_Maharashtra,Navi Mumbai,NA,54
Maharashtra,Other Backward Bahujan Welfare Department,RTI_Online_Maharashtra,,,218
Maharashtra,Panvel Municipal Corporation,RTI_Online_Maharashtra,Panvel,NA,216
Maharashtra,Parbhani Municipal Corporation,RTI_Online_Maharashtra,Parbhani,NA,150
Maharashtra,Parliamentary Affairs Department,RTI_Online_Maharashtra,NA,NA,29
Maharashtra,"Parshuram Aarthik Vikas Mahamandal, Pune",RTI_Online_Maharashtra,,,236
Maharashtra,Persons with Disabilities Welfare Department,RTI_Online_Maharashtra,,,222
Maharashtra,Pimpri Chinchwad Municipal Corporation,RTI_Online_Maharashtra,Pimpri Chinchwad,NA,87
Maharashtra,Planning Department,RTI_Online_Maharashtra,,,27
Maharashtra,Public Health Department,RTI_Online_Maharashtra,NA,NA,33
Maharashtra,Public Works Department,RTI_Online_Maharashtra,NA,NA,11
Maharashtra,Pune Municipal Corporation,RTI_Online_Maharashtra,Pune,NA,77
Maharashtra,"Regional Office, Amravati, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,351
Maharashtra,"Regional Office, Chandrapur, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,353
Maharashtra,"Regional Office, Chhatrapati Sambhajinagar, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,349
Maharashtra,"Regional Office, Kalyan, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,346
Maharashtra,"Regional Office, Kolhapur, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,350
Maharashtra,"Regional Office, Mumbai, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,342
Maharashtra,"Regional Office, Nagpur, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,352
Maharashtra,"Regional Office, Nashik, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,348
Maharashtra,"Regional Office, Navi Mumbai, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,343
Maharashtra,"Regional Office, Pune, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,347
Maharashtra,"Regional Office, Raigad, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,344
Maharashtra,"Regional Office, Thane, Maharashtra Pollution Control Board",RTI_Online_Maharashtra,,,345
Maharashtra,"Registrar of Firms, Maharashtra state, Mumbai",RTI_Online_Maharashtra,,,273
Maharashtra,Revenue and Forest Department,RTI_Online_Maharashtra,NA,NA,12
Maharashtra,Rural Development Department,RTI_Online_Maharashtra,NA,NA,41
Maharashtra,Sambhajinagar Municipal Corporation,RTI_Online_Maharashtra,,,79
Maharashtra,"Sangli, Miraj and Kupwad city Municipal Corporation",RTI_Online_Maharashtra,,,165
Maharashtra,School Education and Sports Department,RTI_Online_Maharashtra,,,19
Maharashtra,"Settlement Commissioner and Director Of Land Record (M.S.), Pune",RTI_Online_Maharashtra,,,286
Maharashtra,"Shree Vasavi Kanyaka Aarthik Vikas Mahamandal ,Nagpur",RTI_Online_Maharashtra,,,238
Maharashtra,"Shri Saibaba sansthan trust, shirdi",RTI_Online_Maharashtra,,,340
Maharashtra,Skill Development and Entrepreneurship Department,RTI_Online_Maharashtra,NA,NA,39
Maharashtra,Social Justice and Special Assistance Department,RTI_Online_Maharashtra,NA,NA,28
Maharashtra,Soil and Water Conservation Department,RTI_Online_Maharashtra,NA,NA,212
Maharashtra,Solapur Municipal Corporation,RTI_Online_Maharashtra,Solapur,NA,143
Maharashtra,"State Information Commission, Amaravti",RTI_Online_Maharashtra,,,90
Maharashtra,"State Information Commission, Greater Mumbai",RTI_Online_Maharashtra,Greater Mumbai,NA,93
Maharashtra,"State Information Commission, Konkan",RTI_Online_Maharashtra,NA,NA,96
Maharashtra,"State Information Commission, Maharashtra",RTI_Online_Maharashtra,Mumbai,NA,89
Maharashtra,"State Information Commission, Nagpur",RTI_Online_Maharashtra,Nagpur,NA,94
Maharashtra,"State Information Commission, Nashik",RTI_Online_Maharashtra,Nashik,NA,95
Maharashtra,"State Information Commission, Pune",RTI_Online_Maharashtra,Pune,NA,91
Maharashtra,"State Information Commission,Sambhajinagar",RTI_Online_Maharashtra,,,92
Maharashtra,"Superintendent of Police , Satara",RTI_Online_Maharashtra,Satara,NA,157
Maharashtra,"Superintendent of Police, Ahilyanagar",RTI_Online_Maharashtra,,,117
Maharashtra,"Superintendent of Police, Akola",RTI_Online_Maharashtra,Akola,NA,138
Maharashtra,"Superintendent of Police, Amravati",RTI_Online_Maharashtra,Amravati,NA,74
Maharashtra,"Superintendent of Police, Beed",RTI_Online_Maharashtra,Beed,NA,187
Maharashtra,"Superintendent of Police, Bhandara",RTI_Online_Maharashtra,Bhandara,NA,144
Maharashtra,"Superintendent of Police, Buldhana",RTI_Online_Maharashtra,Buldhana,NA,200
Maharashtra,"Superintendent of Police, Chandrapur",RTI_Online_Maharashtra,Chandrapur,NA,109
Maharashtra,"Superintendent of Police, Dhule",RTI_Online_Maharashtra,Dhule,NA,154
Maharashtra,"Superintendent of Police, Gadchiroli",RTI_Online_Maharashtra,Gadchiroli,NA,126
Maharashtra,"Superintendent of Police, Gondia",RTI_Online_Maharashtra,Gondia,NA,133
Maharashtra,"Superintendent of Police, Hingoli",RTI_Online_Maharashtra,Hingoli,NA,130
Maharashtra,"Superintendent of Police, Jalgaon",RTI_Online_Maharashtra,Jalgaon,NA,115
Maharashtra,"Superintendent of Police, Jalna",RTI_Online_Maharashtra,Jalna,NA,168
Maharashtra,"Superintendent of Police, Kolhapur",RTI_Online_Maharashtra,Kolhapur,NA,123
Maharashtra,"Superintendent of Police, Latur Rural",RTI_Online_Maharashtra,Latur,NA,176
Maharashtra,"Superintendent of Police, Nagpur Rural",RTI_Online_Maharashtra,Nagpur,NA,59
Maharashtra,"Superintendent of Police, Nanded",RTI_Online_Maharashtra,Nanded,NA,100
Maharashtra,"Superintendent of Police, Nandurbar",RTI_Online_Maharashtra,Nandurbar,NA,146
Maharashtra,"Superintendent of Police, Nashik Rural",RTI_Online_Maharashtra,Nashik,NA,73
Maharashtra,"Superintendent of Police, Palghar",RTI_Online_Maharashtra,Palghar,NA,202
Maharashtra,"Superintendent of Police, Parbhani",RTI_Online_Maharashtra,Parbhani,NA,148
Maharashtra,"Superintendent of Police, Pune",RTI_Online_Maharashtra,Pune,NA,85
Maharashtra,"Superintendent of Police, Raigad",RTI_Online_Maharashtra,Raigad,NA,122
Maharashtra,"Superintendent of Police, Ratnagiri",RTI_Online_Maharashtra,Ratnagiri,NA,185
Maharashtra,"Superintendent of Police, Sambhajinagar Rural",RTI_Online_Maharashtra,,,75
Maharashtra,"Superintendent of Police, Sangli",RTI_Online_Maharashtra,Sangli,NA,199
Maharashtra,"Superintendent of Police, Sindhudurgh",RTI_Online_Maharashtra,,,172
Maharashtra,"Superintendent of Police, Solapur Rural",RTI_Online_Maharashtra,Solapur,NA,140
Maharashtra,"Superintendent of Police, Thane Rural",RTI_Online_Maharashtra,Thane,NA,52
Maharashtra,"Superintendent of Police, Wardha",RTI_Online_Maharashtra,Wardha,NA,161
Maharashtra,"Superintendent of Police, Washim Rural",RTI_Online_Maharashtra,Washim,NA,196
Maharashtra,"Superintendent of Police, Yavatmal",RTI_Online_Maharashtra,Yavatmal,NA,104
Maharashtra,"Superintendent of Police,Dharashiv",RTI_Online_Maharashtra,,,180
Maharashtra,"Tehsil Office, Akola",RTI_Online_Maharashtra,Akola,Akola,137
Maharashtra,"Tehsil Office, Gondia",RTI_Online_Maharashtra,Gondia,Gondia,135
Maharashtra,"Tehsil Office, Jalgaon",RTI_Online_Maharashtra,Jalgaon,Jalgaon,112
Maharashtra,"Tehsil Office, Satara",RTI_Online_Maharashtra,Satara,Satara,158
Maharashtra,"Tehsil Office, Washim",RTI_Online_Maharashtra,Washim,Washim,178
Maharashtra,"Tehsil Office, Yavatmal",RTI_Online_Maharashtra,Yavatmal,Yavatmal,103
Maharashtra,"Tehsil office, Nagpur",RTI_Online_Maharashtra,Nagpur,Nagpur,81
Maharashtra,"Tehsil office, Pune",RTI_Online_Maharashtra,Pune,Pune,82
Maharashtra,Textile Department,RTI_Online_Maharashtra,NA,NA,221
Maharashtra,Thane Municipal Corporation,RTI_Online_Maharashtra,Thane,NA,55
Maharashtra,Tourism &amp; Cultural Affairs Department,RTI_Online_Maharashtra,,,17
Maharashtra,Tribal Development Department,RTI_Online_Maharashtra,,,35
Maharashtra,Urban Development Department,RTI_Online_Maharashtra,,,20
Maharashtra,Vasai Virar City Municipal Corporation,RTI_Online_Maharashtra,Vasai Virar,NA,193
Maharashtra,"Veer Shiromani Maharana Pratap Aarthik Vikas Mahamandal ,Chhatrapati Sambhajinagar",RTI_Online_Maharashtra,,,237
Maharashtra,Wardha Municipal Council,RTI_Online_Maharashtra,Wardha,NA,163
Maharashtra,Water Resources Department,RTI_Online_Maharashtra,,,22
Maharashtra,Water Supply and Sanitation Department,RTI_Online_Maharashtra,NA,NA,31
Maharashtra,Women and Child Development Department,RTI_Online_Maharashtra,,,38
Maharashtra,Yavatmal Municipal Council,RTI_Online_Maharashtra,Yavatmal,NA,105
Maharashtra,"Zilla Parishad , Dharashiv",RTI_Online_Maharashtra,,,181
Maharashtra,"Zilla Parishad , Sindhudurgh",RTI_Online_Maharashtra,,,171
Maharashtra,"Zilla Parishad, Ahilyanagar",RTI_Online_Maharashtra,,,118
Maharashtra,"Zilla Parishad, Akola",RTI_Online_Maharashtra,Akola,NA,210
Maharashtra,"Zilla Parishad, Amravati",RTI_Online_Maharashtra,Amravati,NA,66
Maharashtra,"Zilla Parishad, Beed",RTI_Online_Maharashtra,Beed,NA,186
Maharashtra,"Zilla Parishad, Bhandara",RTI_Online_Maharashtra,Bhandara,NA,190
Maharashtra,"Zilla Parishad, Buldhana",RTI_Online_Maharashtra,Buldhana,NA,208
Maharashtra,"Zilla Parishad, Chandrapur",RTI_Online_Maharashtra,Chandrapur,NA,110
Maharashtra,"Zilla Parishad, Dhule",RTI_Online_Maharashtra,Dhule,NA,192
Maharashtra,"Zilla Parishad, Gadchiroli",RTI_Online_Maharashtra,Gadchiroli,NA,127
Maharashtra,"Zilla Parishad, Gondia",RTI_Online_Maharashtra,Gondia,NA,134
Maharashtra,"Zilla Parishad, Hingoli",RTI_Online_Maharashtra,Hingoli,NA,131
Maharashtra,"Zilla Parishad, Jalgaon",RTI_Online_Maharashtra,Jalgaon,NA,113
Maharashtra,"Zilla Parishad, Jalna",RTI_Online_Maharashtra,Jalna,NA,169
Maharashtra,"Zilla Parishad, Kolhapur",RTI_Online_Maharashtra,Kolhapur,NA,189
Maharashtra,"Zilla Parishad, Latur",RTI_Online_Maharashtra,Latur,NA,174
Maharashtra,"Zilla Parishad, Nagpur",RTI_Online_Maharashtra,Nagpur,NA,64
Maharashtra,"Zilla Parishad, Nanded",RTI_Online_Maharashtra,Nanded,NA,101
Maharashtra,"Zilla Parishad, Nandurbar",RTI_Online_Maharashtra,Nandurbar,NA,147
Maharashtra,"Zilla Parishad, Nashik",RTI_Online_Maharashtra,Nashik,NA,63
Maharashtra,"Zilla Parishad, Palghar",RTI_Online_Maharashtra,Palghar,NA,203
Maharashtra,"Zilla Parishad, Parbhani",RTI_Online_Maharashtra,Parbhani,NA,149
Maharashtra,"Zilla Parishad, Pune",RTI_Online_Maharashtra,Pune,NA,65
Maharashtra,"Zilla Parishad, Raigad",RTI_Online_Maharashtra,Raigad,NA,120
Maharashtra,"Zilla Parishad, Ratnagiri",RTI_Online_Maharashtra,Ratnagiri,NA,184
Maharashtra,"Zilla Parishad, Sambhajinagar",RTI_Online_Maharashtra,,,50
Maharashtra,"Zilla Parishad, Sangli",RTI_Online_Maharashtra,Sangli,NA,198
Maharashtra,"Zilla Parishad, Satara",RTI_Online_Maharashtra,Satara,NA,155
Maharashtra,"Zilla Parishad, Solapur",RTI_Online_Maharashtra,Solapur,NA,142
Maharashtra,"Zilla Parishad, Thane",RTI_Online_Maharashtra,Thane,NA,84
Maharashtra,"Zilla Parishad, Wardha",RTI_Online_Maharashtra,Wardha,NA,162
Maharashtra,"Zilla Parishad, Washim",RTI_Online_Maharashtra,Washim,NA,195
Maharashtra,"Zilla Parishad, Yavatmal",RTI_Online_Maharashtra,Yavatmal,NA,106
